Cost_ID,TITLE_ID,TITLE,SEASON_LEVEL,SEASON_NUMBER,SEASON_FANOUT,MAPPING_TYPE,SOURCE_TITLE_NAME,CONTENT_TYPE,STUDIO,STATUS,AVAIL,REMOVAL_DATE,PROJECT_ID,KIDS_FAMILY,HUB,AIR_YEAR,MAX_SERIES_ID,MAX_MAPPING_TYPE,LOAD_TIMESTAMP,MAPPING_TYPE_TEMP,Assigned Person
Do not use 3897,GVzYe2gjaVWeOwgEAAACP,GVzYe2gjaVWeOwgEAAACP,,,,title,FORGET PARIS,Movies Acquired,WARNER BROS.,Committed,5/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 5549,GX_TO5wBD3cM6gQEAAABB,GX_TO5wBD3cM6gQEAAABB,,,,title,FORT TILDEN,Movies Acquired,MGM,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 2742,GX_TO5wBD3cM6gQEAAABB,GX_TO5wBD3cM6gQEAAABB,,,,title,FORT TILDEN,Movies Acquired,MGM,Committed,2/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 2819,GYd1aOgGYvsPCwgEAAAI5,GYd1aOgGYvsPCwgEAAAI5,,,,title,FOUR WEDDINGS AND A FUNERAL,Movies Acquired,MGM,Committed,4/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 2264,GYddAKQviH26rwgEAAABz,GYddAKQviH26rwgEAAABz,,,,title,FRAILTY,Movies Acquired,LIONS GATE,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 4190,GYR8R5wGpNjdFwwEAAA6a,GYR8R5wGpNjdFwwEAAA6a,,,,title,FRANK,Movies Acquired,MAGNOLIA,Committed,10/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 4274,GYR8R5wGpNjdFwwEAAA6a,GYR8R5wGpNjdFwwEAAA6a,,,,title,FRANK,Movies Acquired,MAGNOLIA,Committed,7/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju
MAX-AQ-002676,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,11/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
Do not use 3224,GVzYf6wElxMIWlwEAAADW,GVzYf6wElxMIWlwEAAADW,,,,title,FRANKIE AND JOHNNY,Movies Acquired,PARAMOUNT,Committed,9/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3891,GXdu2Tw5MO6XCPQEAADe3,GXdu2Tw5MO6XCPQEAADe3,,,,title,FRANTIC,Movies Acquired,WARNER BROS.,Committed,3/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 1191,GYKabNgFp3cLDwgEAAAA3,GYKabNgFp3cLDwgEAAAA3,,,,title,FREAKY,Movies Acquired,3RD-PARTY,Committed,3/1/29,,,,HBO Acquired,2029,,,11/3/23,0,Viju
820214,GYKabNgFp3cLDwgEAAAA3,GYKabNgFp3cLDwgEAAAA3,,,,title,FREAKY,Movies Acquired,UNIVERSAL,Committed,7/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-004725,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-003960,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,4/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-004724,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,5/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-003847,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 1594,GZR7KkQOa_ZaQVgEAABF9,GZR7KkQOa_ZaQVgEAABF9,,,,title,FREE FIRE,Movies Acquired,A24,Committed,11/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 936,GYdYmPQZFO7eZGAEAAAAT,GYdYmPQZFO7eZGAEAAAAT,,,,title,FREE GUY,Movies Acquired,3RD-PARTY,Committed,8/23/29,,,,HBO Acquired,2029,,,11/3/23,0,Viju
817748,GYdYmPQZFO7eZGAEAAAAT,GYdYmPQZFO7eZGAEAAAAT,,,,title,FREE GUY,Movies Acquired,FOX,Committed,2/23/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004726,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-003492,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 3640,GXpSp9g1__cLDwwEAAAcM,GXpSp9g1__cLDwwEAAAcM,,,,title,FREEDOMLAND,Movies Acquired,REVOLUTION,Committed,10/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 965,GVxqc5Ao6nY-VmQEAAABg,GVxqc5Ao6nY-VmQEAAABg,,,,title,FREEHELD,Movies Acquired,3RD-PARTY,Committed,7/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 2539,GVxqc5Ao6nY-VmQEAAABg,GVxqc5Ao6nY-VmQEAAABg,,,,title,FREEHELD,Movies Acquired,LIONS GATE,Committed,7/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 5299,GXza41A70CWeowgEAAAM5,GXza41A70CWeowgEAAAM5,,,,title,FREEJACK,Movies Acquired,SHOUT!,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3726,GXza41A70CWeowgEAAAM5,GXza41A70CWeowgEAAAM5,,,,title,FREEJACK,Movies Acquired,SHOUT!,Committed,11/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5153,GXqMcdQFyyr2_wwEAAABO,GXqMcdQFyyr2_wwEAAABO,,,,title,FREELANCERS,Movies Acquired,LIONS GATE,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2138,GXqMcdQFyyr2_wwEAAABO,GXqMcdQFyyr2_wwEAAABO,,,,title,FREELANCERS,Movies Acquired,LIONS GATE,Committed,6/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 2014,GZNVCDwAYVod4NAEAAAAL,GZNVCDwAYVod4NAEAAAAL,,,,title,FRENCH CONNECTION II,Movies Acquired,FOX,Committed,10/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-003026,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,12/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-007639,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
Do not use 5251,GYGJQvgJNd4d9lwEAAAAC,GYGJQvgJNd4d9lwEAAAAC,,,,title,FREQUENCY,Movies Acquired,WB,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3933,GYGJQvgJNd4d9lwEAAAAC,GYGJQvgJNd4d9lwEAAAAC,,,,title,FREQUENCY,Movies Acquired,WARNER BROS.,Committed,4/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 5320,GYFn80QxQHYW8wwEAAAAT,GYFn80QxQHYW8wwEAAAAT,,,,title,FRIDA,Movies Acquired,MIRAMAX,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 3090,GYFn80QxQHYW8wwEAAAAT,GYFn80QxQHYW8wwEAAAAT,,,,title,FRIDA,Movies Acquired,MIRAMAX,Committed,5/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 4563,GXSyblA7zUU6olAEAAAM1,GXSyblA7zUU6olAEAAAM1,,,,title,FRIDAY NIGHT LIGHTS,Movies Acquired,UNI,Committed,,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3778,GXSyblA7zUU6olAEAAAM1,GXSyblA7zUU6olAEAAAM1,,,,title,FRIDAY NIGHT LIGHTS,Movies Acquired,UNIVERSAL,Committed,8/1/19,,,,HBO Acquired,2019,,,11/3/23,0,Viju
Do not use 3516,GYV3asw1xp5bCwwEAAAAO,GYV3asw1xp5bCwwEAAAAO,,,,title,FRIDAY THE 13TH,Movies Acquired,PARAMOUNT,Committed,9/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-002675,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,3/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-007031,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,5/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
MAX-AQ-007032,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Mei-Cheng
MAX-AQ-002674,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,1/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-001268,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Mei-Cheng
MAX-AQ-000633,,,,,,,Ocean's Eleven (2001),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Mei-Cheng
MAX-AQ-001661,,,,,,,Odo - Season 1 (1/2),Kids Content Acquired,SIXTEEN SOUTH RIGHTS LIMITED (INT'L - 0%),Committed,12/2/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-002266,GYRsnmQN9v4jDwgEAAAQE,GYRsnmQN9v4jDwgEAAAQE,,,,title,FRIENDS WITH BENEFITS,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,12/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-000223,GYgrFVQ3AO8JQIQEAAAAH,GYgrFVQ3AO8JQIQEAAAAH,,,,title,FRIENDS WITH KIDS,Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,6/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju
Do not use 2265,GYgrFVQ3AO8JQIQEAAAAH,GYgrFVQ3AO8JQIQEAAAAH,,,,title,FRIENDS WITH KIDS,Movies Acquired,LIONS GATE,Committed,3/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-002267,GYEe6dAsKgMJqnwEAAAAU,GYEe6dAsKgMJqnwEAAAAU,,,,title,FRIENDS WITH MONEY,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,4/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-001662,,,,,,,Odo - Season 1 (2/2),Kids Content Acquired,SIXTEEN SOUTH RIGHTS LIMITED (INT'L - 0%),Committed,1/2/22,,,Yes,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 3123,GXr6_vAd6t5GXWQEAAAKz,GXr6_vAd6t5GXWQEAAAKz,,,,title,FROM DUSK TILL DAWN,Movies Acquired,MIRAMAX,Committed,11/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
Do not use 3124,GYzR0xwCg2kRhwwEAAAAC,GYzR0xwCg2kRhwwEAAAAC,,,,title,FROM DUSK TILL DAWN 2: TEXAS BLOOD MONEY,Movies Acquired,MIRAMAX,Committed,11/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-002225,,,,,,,Off the Air S10,Comedy Series Acquired,AS,Committed,6/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
Do not use 1928,GWoSS_AB0jsLCNAEAAACp,GWoSS_AB0jsLCNAEAAACp,,,,title,FROM HELL,Movies Acquired,FOX,Committed,8/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-004346,,,,,,,Off the Air S11,Adult Animation Acquired,AS,Committed,2/16/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
Do not use 2255,GYebd9AoMzZuFSgEAAALb,GYebd9AoMzZuFSgEAAALb,,,,title,FROM PARIS WITH LOVE,Movies Acquired,LIONS GATE,Committed,2/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-001568,,,,,,,"Office, The: Series 01",Comedy Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Mei-Cheng
Do not use 4139,GYXHOLglxQZQYswEAAAA-,GYXHOLglxQZQYswEAAAA-,,,,title,FRONTERA,Movies Acquired,MAGNOLIA,Committed,12/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 4278,GYXHOLglxQZQYswEAAAA-,GYXHOLglxQZQYswEAAAA-,,,,title,FRONTERA,Movies Acquired,MAGNOLIA,Committed,8/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju
Do not use 5008,GYXHOLglxQZQYswEAAAA-,GYXHOLglxQZQYswEAAAA-,,,,title,FRONTERA,Movies Acquired,MAGNOLIA,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-004197,GYbvoUAb_FxS6kQEAAAAE,GYbvoUAb_FxS6kQEAAAAE,,,,title,FROZEN RIVER,Movies Acquired,SONY PICTURES TELEVISION INC.,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-000224,GYzy2ywkw2zzDwgEAAAA8,GYzy2ywkw2zzDwgEAAAA8,,,,title,FRUITVALE STATION,Movies Acquired,"LIONS GATE ENTERTAINMENT, INC.",Committed,11/11/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
Do not use 2390,GYzy2ywkw2zzDwgEAAAA8,GYzy2ywkw2zzDwgEAAAA8,,,,title,FRUITVALE STATION,Movies Acquired,LIONS GATE,Committed,3/1/24,,,,HBO Acquired,2024,,,11/3/23,0,Viju
Do not use 5170,GYPWxzQin1sMloQEAAAEW,GYPWxzQin1sMloQEAAAEW,,,,title,FUN SIZE,Movies Acquired,PARAMOUNT,Committed,,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 3331,GYPWxzQin1sMloQEAAAEW,GYPWxzQin1sMloQEAAAEW,,,,title,FUN SIZE,Movies Acquired,PARAMOUNT,Committed,9/1/21,,,,HBO Acquired,2021,,,11/3/23,0,Viju
Do not use 5100,GZTb4mwnkLLqspgEAABOZ,GZTb4mwnkLLqspgEAABOZ,,,,title,FUNNY FARM,Movies Acquired,WB,Committed,,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3929,GZTb4mwnkLLqspgEAABOZ,GZTb4mwnkLLqspgEAABOZ,,,,title,FUNNY FARM,Movies Acquired,WARNER BROS.,Committed,3/1/20,,,,HBO Acquired,2020,,,11/3/23,0,Viju
Do not use 3883,GXoYiuABuQo-5nAEAAAKn,GXoYiuABuQo-5nAEAAAKn,,,,title,FUNNY GAMES,Movies Acquired,WARNER BROS.,Committed,11/1/18,,,,HBO Acquired,2018,,,11/3/23,0,Viju
Do not use 1105,GYfKyTQAmJE_CEAEAAACJ,GYfKyTQAmJE_CEAEAAACJ,,,,title,FURIOUS 7,Movies Acquired,3RD-PARTY,Committed,10/1/23,,,,HBO Acquired,2023,,,11/3/23,0,Viju
Do not use 2278,GYWXHOQiWyMN5wgEAAAES,GYWXHOQiWyMN5wgEAAAES,,,,title,FURRY VENGEANCE,Movies Acquired,LIONS GATE,Committed,5/1/22,,,,HBO Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-001569,,,,,,,"Office, The: Series 02",Comedy Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Mei-Cheng
MAX-AQ-001570,,,,,,,"Office, The: Specials 2003",Comedy Series Acquired,"BBC STUDIOS AMERICAS, INC.",Committed,6/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Mei-Cheng
MAX-AQ-005866,,,,,,,Oh Hell! S1 - HBOMax,International Content Original,HBO INT. - SERIES,Committed,10/10/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
HBO-OP-000104,GWt98Rwq2Q7C7nAEAAAAa,GWt98Rwq2Q7C7nAEAAAAa,,,,title,Fahrenheit 451,Movies Original,,Committed,,,WCF-10015146,No,HBO OP,2018,,,11/3/23,0,Viju
HBO-OP-000315,GX_8K2QdX5ojCXwEAAAAE,GX_8K2QdX5ojCXwEAAAAE,,,,title,Fake Famous,Documentary Feature Original,,Committed,,,WCF-10020623,No,HBO OP,2021,,,11/3/23,0,Viju
MAX-AQ-000808,GX5NsuAdH9MPCCQEAAAAE,GX5NsuAdH9MPCCQEAAAAE,,,,title,Fallen,Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Viju
MAX-AQ-002050,GXaUfiAsG2Z3DGQEAAACi,GXaUfiAsG2Z3DGQEAAACi,,,,title,Falling Skies,Drama Series Acquired,TNT,Committed,12/1/20,,,No,Max Acquired,2020,,,11/3/23,0,Viju
MAX-AQ-005826,GXaUfiAsG2Z3DGQEAAACi,GXaUfiAsG2Z3DGQEAAACi,,,,title,Falling Skies,Drama Series Acquired,TNT,Committed,12/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-006939,GXaUfiAsG2Z3DGQEAAACi,GXaUfiAsG2Z3DGQEAAACi,,,,title,Falling Skies,Drama Series Acquired,TNT,Uncommitted,12/2/27,,,No,Max Acquired,2027,,,11/3/23,0,Viju
MAX-AQ-006895,GXaUfiAsG2Z3DGQEAAACi,GXaUfiAsG2Z3DGQEAAACi,,,,title,Falling Skies,Drama Series Acquired,TNT,Uncommitted,12/1/25,,,No,Max Acquired,2025,,,11/3/23,0,Viju
MAX-AQ-007491,GYGJEVwVmMMIInwEAAABe,GYGJEVwVmMMIInwEAAABe,,,,title,Fame,Movies Acquired,WB,Committed,7/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-006159,GYGJEVwVmMMIInwEAAABe,GYGJEVwVmMMIInwEAAABe,,,,title,Fame,Movies Acquired,WB,Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Viju
MAX-AQ-005306,GYGJEVwVmMMIInwEAAABe,GYGJEVwVmMMIInwEAAABe,,,,title,Fame,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Viju
MAX-AQ-002425,GYS_EugxEAJOwcAEAAAAi,GYS_EugxEAJOwcAEAAAAi,,,,title,Family Matters,Comedy Series Acquired,WB,Committed,10/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Viju
MAX-AQ-002446,GYS_EugxEAJOwcAEAAAAi,GYS_EugxEAJOwcAEAAAAi,,,,title,Family Matters,Comedy Series Acquired,WB,Uncommitted,10/1/25,,,No,Max Acquired,2025,,,11/3/23,0,Viju
MAX-AQ-005377,,,,,,,"Oklahoma Kid, The",Movies Acquired,WB,Committed,9/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Mei-Cheng
MAX-AQ-001713,,,,,,,Ollie and Moon S1,Kids Content Acquired,FEDERATION INTERNATIONAL,Committed,1/12/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-001714,,,,,,,Ollie and Moon S2,Kids Content Acquired,FEDERATION INTERNATIONAL,Committed,1/12/21,,,Yes,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
HBO-OP-000866,,,,,,,Omar Broadway Doc,Documentary Feature Original,,Committed,,,WCF-10019837,No,HBO OP,,,,11/3/23,0,Mei-Cheng
MAX-AQ-006849,GXssTNAEn61VGwwEAAABn,GXssTNAEn61VGwwEAAABn,,,,title,Fantastic Beasts and Where to Find Them,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-004316,GXssTNAEn61VGwwEAAABn,GXssTNAEn61VGwwEAAABn,,,,title,Fantastic Beasts and Where to Find Them,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-006160,GYj5ROwWF4MPDwgEAAAAE,GYj5ROwWF4MPDwgEAAAAE,,,,title,Fantastic Beasts: A Natural History,Documentary Feature Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-004317,GXN3M3Q6SSMLDwgEAAAN7,GXN3M3Q6SSMLDwgEAAAN7,,,,title,Fantastic Beasts: The Crimes of Grindelwald,Movies Acquired,WB,Committed,1/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-006850,GXN3M3Q6SSMLDwgEAAAN7,GXN3M3Q6SSMLDwgEAAAN7,,,,title,Fantastic Beasts: The Crimes of Grindelwald,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-006852,GYij31wBohZA3MQEAAAKa,GYij31wBohZA3MQEAAAKa,,,,title,Fantastic Beasts: The Secrets of Dumbledore,Movies Acquired,WB,Committed,11/30/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-005307,GYd3ImwO7xW6rwgEAAAYp,GYd3ImwO7xW6rwgEAAAYp,,,,title,Fashions of 1934,Movies Acquired,WB,Committed,2/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-006161,GYd3ImwO7xW6rwgEAAAYp,GYd3ImwO7xW6rwgEAAAYp,,,,title,Fashions of 1934,Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-006162,GYd3ImwO7xW6rwgEAAAYp,GYd3ImwO7xW6rwgEAAAYp,,,,title,Fashions of 1934,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-005722,GYQs-fQyGFC_DPAEAAAAw,,,1,,manual,Fast Foodies S1 (WB-owned),Unscripted Acquired,WB,Uncommitted,9/15/24,,,No,Max Acquired,2024,,,11/3/23,0,Neha
MAX-AQ-006977,GYQs-fQyGFC_DPAEAAAAw,,,1,,manual,Fast Foodies S1 (WB-owned),Unscripted Acquired,WB,Uncommitted,9/15/27,,,No,Max Acquired,2027,,,11/3/23,0,Neha
MAX-AQ-003788,GYQs-fQyGFC_DPAEAAAAw,,,1,,manual,Fast Foodies S1 (WB-owned),Unscripted Acquired,WB,Committed,9/15/21,,,No,Max Acquired,2021,,,11/3/23,0,Neha
MAX-AQ-005723,GYQs-fQyGFC_DPAEAAAAw,,,2,,manual,Fast Foodies S2 (WB-owned),Unscripted Acquired,WB,Uncommitted,5/22/25,,,No,Max Acquired,2025,,,11/3/23,0,Neha
MAX-AQ-006978,GYQs-fQyGFC_DPAEAAAAw,,,2,,manual,Fast Foodies S2 (WB-owned),Unscripted Acquired,WB,Uncommitted,5/22/28,,,No,Max Acquired,2028,,,11/3/23,0,Neha
MAX-AQ-003901,GYQs-fQyGFC_DPAEAAAAw,,,2,,manual,Fast Foodies S2 (WB-owned),Unscripted Acquired,WB,Committed,5/22/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-OP-000276,GYyisYQT_qJ2nfAEAAAC_,,,,,manual,Fastest Woman On Earth,Documentary Feature Original,LIGHTBOX MEDIA,Committed,,,DTC1254,No,Max OP,2022,,,11/3/23,0,Neha
MAX-OP-000225,GYnXC6AfPOsPCwgEAAAAb,GYnXC6AfPOsPCwgEAAAAb,,,,title,Father of the Bride,Movies Original,WBP,Committed,,,DTC1250,No,Max OP,2022,,,11/3/23,0,Neha
MAX-AQ-006164,GXyINwwZTCZ28vgEAAAIb,,,,,manual,Father of the Bride (1950),Movies Acquired,WB,Committed,6/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-006163,GXyINwwZTCZ28vgEAAAIb,,,,,manual,Father of the Bride (1950),Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-005308,GXyINwwZTCZ28vgEAAAIb,,,,,manual,Father of the Bride (1950),Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-000809,GXyINwwZTCZ28vgEAAAIb,,,,,manual,Father of the Bride (1950),Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Neha
MAX-AQ-002813,GXyINwwZTCZ28vgEAAAIb,,,,,manual,Father of the Bride (1950),Movies Acquired,WB,Committed,2/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Neha
MAX-AQ-002870,,,,,,,"Omega Man, The",Movies Acquired,WB,Committed,5/1/21,,,No,Max Acquired,2021,,,11/3/23,0,Mei-Cheng
MAX-AQ-007262,GZOT1bQM6XMJMRAEAAAYd,Fear the Walking Dead,,1,7,Manual,Fear the Walking Dead S1 - S7,Drama Series Acquired,RAINBOW MEDIA HOLDINGS LLC,Committed,9/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-000860,,,,,,,"Omega Man, The",Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Mei-Cheng
MAX-AQ-006165,GV7tzDw35CcJfPwEAAACL,GV7tzDw35CcJfPwEAAACL,,,,title,Final Analysis,Movies Acquired,WB,Committed,1/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-005038,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,6/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-000470,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Neha
MAX-AQ-001092,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,,,,No,Max Acquired,1900,,,11/3/23,0,Neha
MAX-AQ-006168,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,10/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-006167,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,4/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-006166,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,3/1/23,,,No,Max Acquired,2023,,,11/3/23,0,Neha
MAX-AQ-005039,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,7/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-005041,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,10/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
MAX-AQ-005040,GXd7gCQH2RLPDfgEAAAV4,GXd7gCQH2RLPDfgEAAAV4,,,,title,Final Destination,Movies Acquired,WB,Committed,8/1/22,,,No,Max Acquired,2022,,,11/3/23,0,Neha
